OID_CD119_20|GEOID_CD119_20|NAMELSAD_CD119_20|AREALAND_CD119_20|AREAWATER_CD119_20|MTFCC_CD119_20|FUNCSTAT_CD119_20|OID_AIANNH_20|GEOID_AIANNH_20|NAMELSAD_AIANNH_20|AREALAND_AIANNH_20|AREAWATER_AIANNH_20|MTFCC_AIANNH_20|CLASSFP_AIANNH_20|FUNCSTAT_AIANNH_20|AREALAND_PART|AREAWATER_PART
2119035951827536|0409|Congressional District 9|60163607476|377975295|G5200|N|25190679599903|1235|Fort Mojave Reservation|133767224|2796079|G2100|D1|A|93530762|1889210
2119035951827536|0409|Congressional District 9|60163607476|377975295|G5200|N|251901275970283|1280|Fort Yuma Indian Reservation|178568515|3614101|G2100|D2|A|722177|97646
2119035951827536|0409|Congressional District 9|60163607476|377975295|G5200|N|251901203421725|1545|Hualapai Indian Reservation|4149479118|8118425|G2100|D1|A|11561671|0
2119035786460154|0501|Congressional District 1|51410894323|1427066405|G5200|N|||||||||51410894323|1427066405
2119035786460424|0502|Congressional District 2|13731168944|361751718|G5200|N|||||||||13731168944|361751718
2119035786459611|0503|Congressional District 3|10786538519|207821922|G5200|N|||||||||10786538519|207821922
2119035786460342|0504|Congressional District 4|58732248715|1125227294|G5200|N|||||||||58732248715|1125227294
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|||||||||68270426261|1696390630
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190365950844|0095|Alturas Indian Rancheria|100606|0|G2100|D2|A|100606|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190417154551|0200|Berry Creek Rancheria|679725|0|G2100|D1|A|679725|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190681809776|0215|Big Bend Rancheria|182728|0|G2100|D2|A|182728|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190365950845|0555|Cedarville Rancheria|139809|0|G2100|D1|A|139809|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190312999092|0750|Colusa Rancheria|1028551|0|G2100|D2|A|1028551|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190312999093|0780|Cortina Indian Rancheria|3077765|0|G2100|D2|A|3077765|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190417154552|1055|Enterprise Rancheria|335094|0|G2100|D1|A|335094|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190365950846|1170|Fort Bidwell Reservation|14200488|14695|G2100|D1|A|14200488|14695
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190317933824|1395|Grindstone Indian Rancheria|326144|22791|G2100|D2|A|326144|22791
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190422371997|1750|Karuk Reservation|4307836|80783|G2100|D1|A|4140836|80783
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190365950847|1955|Likely Rancheria|6237|0|G2100|D2|A|6237|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190365950848|1980|Lookout Rancheria|163356|0|G2100|D2|A|163356|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190681809777|2330|Montgomery Creek Rancheria|311113|0|G2100|D2|A|311113|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190417154553|2340|Mooretown Rancheria|1197598|0|G2100|D1|A|1197598|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190665040580|2685|Paskenta Rancheria|8662058|9053|G2100|D2|A|8662058|9053
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190681809778|2835|Pit River Trust Land|1086963|522|G2100|D3|A|1086963|522
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|251901916854837|3020|Quartz Valley Reservation|2872316|15011|G2100|D1|A|2872316|15011
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190681809779|3095|Redding Rancheria|455901|18078|G2100|D2|A|455901|18078
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190681809780|3185|Roaring Creek Rancheria|331930|234|G2100|D2|A|331930|234
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190360309686|4060|Susanville Indian Rancheria|5640876|0|G2100|D1|A|5640876|0
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190365950849|4680|XL Ranch Rancheria|39457223|41930|G2100|D2|A|39457223|41930
2119035951820628|0601|Congressional District 1|68358218250|1696593727|G5200|N|25190417154554|8450|Mechoopda TDSA|3394672|0|G2160|D6|S|3394672|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|||||||||33072728720|4109232974
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422371994|0240|Big Lagoon Rancheria|21072|0|G2100|D2|A|21072|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422371995|0325|Blue Lake Rancheria|357482|9301|G2100|D1|A|357482|9301
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660266|0825|Coyote Valley Reservation|347178|0|G2100|D2|A|347178|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190690932060|0955|Dry Creek Rancheria|400647|0|G2100|D1|A|400647|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190694622171|1010|Elk Valley Rancheria|1947968|0|G2100|D1|A|1947968|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660267|1400|Guidiville Rancheria|184931|0|G2100|D1|A|184931|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422371996|1490|Hoopa Valley Reservation|364418754|2369202|G2100|D2|A|364418754|2369202
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660268|1515|Hopland Rancheria|8151731|3794|G2100|D2|A|6602295|97
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422371997|1750|Karuk Reservation|4307836|80783|G2100|D1|A|167000|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660269|1925|Laytonville Rancheria|788337|0|G2100|D2|A|788337|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660270|2100|Manchester-Point Arena Rancheria|1524364|0|G2100|D2|A|1524364|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660271|2820|Pinoleville Rancheria|422090|0|G2100|D2|A|422090|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660272|3115|Redwood Valley Rancheria|1095256|0|G2100|D2|A|1095256|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190694622172|3145|Resighini Rancheria|996253|0|G2100|D2|A|996253|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422371998|3220|Rohnerville (Rancheria) Trust Land|737013|0|G2100|D3|A|737013|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190363768140|3250|Round Valley Reservation|93704095|127458|G2100|D1|A|93704095|127458
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190680660273|3735|Sherwood Valley Rancheria|2003803|0|G2100|D1|A|2003803|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190694622173|3855|Smith River Rancheria|899519|0|G2100|D1|A|899519|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190690932064|3985|Stewarts Point Rancheria|2228795|0|G2100|D1|A|2228795|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422371999|4095|Table Bluff Reservation|305520|0|G2100|D2|A|305520|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422372000|4275|Trinidad Rancheria|370492|0|G2100|D1|A|370492|0
2119035951820660|0602|Congressional District 2|33770033510|4120407730|G5200|N|25190422372001|4760|Yurok Reservation|217781926|8668698|G2100|D2|A|217781926|8668698
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|||||||||56090923902|988907286
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190681492412|0120|Auburn Rancheria|4627403|0|G2100|D1|A|4627403|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190672855014|0185|Benton Paiute Reservation|1496559|0|G2100|D1|A|1496559|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190322612881|0250|Big Pine Reservation|1181023|0|G2100|D1|A|1181023|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190322612882|0290|Bishop Reservation|3537784|0|G2100|D2|A|3537784|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190672855015|0350|Bridgeport Reservation|332492|0|G2100|D1|A|332492|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190322612883|1195|Fort Independence Reservation|2261363|0|G2100|D2|A|2261363|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190368572478|1380|Greenville Rancheria|284692|0|G2100|D2|A|284692|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190322612884|1970|Lone Pine Reservation|952613|0|G2100|D2|A|952613|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190322612885|4180|Timbi-Sha Shoshone Reservation|33116197|0|G2100|D1|A|8321414|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190289653300|4560|Washoe Ranches Trust Land|375530058|2705893|G2100|D3|A|1126909|0
2119035951820626|0603|Congressional District 3|56116624869|988907286|G5200|N|25190289653301|4665|Woodfords Community|1578715|0|G2100|D2|A|1578715|0
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|||||||||9783142516|380173936
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190894019795|0275|Big Valley Rancheria|482651|0|G2100|D2|A|482651|0
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190680660268|1515|Hopland Rancheria|8151731|3794|G2100|D2|A|1549436|3697
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190894019796|2255|Middletown Rancheria|489059|0|G2100|D2|A|489059|0
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190894019797|3195|Robinson Rancheria|817336|6661|G2100|D1|A|817336|6661
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190695763642|3265|Rumsey Indian Rancheria|1954498|0|G2100|D2|A|1954498|0
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190894019798|4030|Sulphur Bank Rancheria|193613|23476|G2100|D2|A|193613|23476
2119035951820657|0604|Congressional District 4|9790547922|380216350|G5200|N|25190894019799|4430|Upper Lake Rancheria|1918813|8580|G2100|D2|A|1918813|8580
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|||||||||25389102265|414543886
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190148925687|0265|Big Sandy Rancheria|1376099|0|G2100|D1|A|1376099|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190672676834|0620|Chicken Ranch Rancheria|108127|0|G2100|D1|A|108127|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190148925688|0720|Cold Springs Rancheria|416760|0|G2100|D2|A|416760|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190143927004|1640|Jackson Rancheria|1185332|0|G2100|D2|A|1185332|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190361366766|2495|North Fork Rancheria|1851064|0|G2100|D1|A|583982|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190361366767|2775|Picayune Rancheria|785424|1787|G2100|D1|A|785424|1787
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190678721403|3750|Shingle Springs Rancheria|1010842|0|G2100|D1|A|1010842|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190672676835|4330|Tuolumne Rancheria|1539777|0|G2100|D2|A|1539777|0
2119035951820638|0605|Congressional District 5|25401552982|414545673|G5200|N|25190143927005|8300|Ione Band of Miwok TDSA|5444374|0|G2160|D6|S|5444374|0
2119035951820647|0606|Congressional District 6|651422070|7104132|G5200|N|||||||||651422070|7104132
2119035951820663|0607|Congressional District 7|1762350831|68786068|G5200|N|||||||||1762350831|68786068
2119035951820629|0608|Congressional District 8|1246646258|346768961|G5200|N|||||||||1246625711|346768961
2119035951820629|0608|Congressional District 8|1246646258|346768961|G5200|N|25190146147751|2075|Lytton Rancheria|20547|0|G2100|D2|A|20547|0
2119035951820627|0609|Congressional District 9|3488681606|94547300|G5200|N|||||||||3488681606|94547300
2119035951820662|0610|Congressional District 10|1391885471|61045761|G5200|N|||||||||1391885471|61045761
2119035951820666|0611|Congressional District 11|107711136|479055913|G5200|N|||||||||107711136|479055913
2119035951820639|0612|Congressional District 12|240020628|126020293|G5200|N|||||||||240020628|126020293
2119035951820624|0613|Congressional District 13|16297771998|146700035|G5200|N|||||||||16296504916|146700035
2119035951820624|0613|Congressional District 13|16297771998|146700035|G5200|N|25190361366766|2495|North Fork Rancheria|1851064|0|G2100|D1|A|1267082|0
2119035951820630|0614|Congressional District 14|1503352878|74948436|G5200|N|||||||||1503352878|74948436
2119035951820656|0615|Congressional District 15|301066032|290952868|G5200|N|||||||||301066032|290952868
2119035951820633|0616|Congressional District 16|1370323602|477751599|G5200|N|||||||||1370323602|477751599
2119035951820648|0617|Congressional District 17|464449304|21713076|G5200|N|||||||||464449304|21713076
2119035951820649|0618|Congressional District 18|11843790535|90532180|G5200|N|||||||||11843790535|90532180
2119035951820670|0619|Congressional District 19|7294894534|1988253172|G5200|N|||||||||7294894534|1988253172
2119035951820625|0620|Congressional District 20|25052466939|128853638|G5200|N|||||||||24830846974|128852711
2119035951820625|0620|Congressional District 20|25052466939|128853638|G5200|N|25190148925689|4110|Table Mountain Rancheria|3297406|0|G2100|D1|A|3297406|0
2119035951820625|0620|Congressional District 20|25052466939|128853638|G5200|N|25190673085014|4300|Tule River Reservation|218322559|927|G2100|D1|A|218322559|927
2119035951820665|0621|Congressional District 21|2308460371|5731272|G5200|N|||||||||2308460371|5731272
2119035951820664|0622|Congressional District 22|11170772596|19759439|G5200|N|||||||||11169152129|19759439
2119035951820664|0622|Congressional District 22|11170772596|19759439|G5200|N|25190680082853|3520|Santa Rosa Rancheria|1620467|0|G2100|D2|A|1620467|0
2119035951820619|0623|Congressional District 23|46533032983|48601319|G5200|N|||||||||46528451606|48601319
2119035951820619|0623|Congressional District 23|46533032983|48601319|G5200|N|251901320042547|3445|San Manuel Reservation|3920804|0|G2100|D1|A|3920804|0
2119035951820619|0623|Congressional District 23|46533032983|48601319|G5200|N|25190435424583|4375|Twenty-Nine Palms Reservation|1851897|0|G2100|D1|A|660573|0
2119035951820640|0624|Congressional District 24|12655064578|3811592124|G5200|N|||||||||12654435192|3811592124
2119035951820640|0624|Congressional District 24|12655064578|3811592124|G5200|N|25190680369587|3540|Santa Ynez Reservation|629386|0|G2100|D2|A|629386|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|||||||||30045732426|974891662
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424572|0020|Agua Caliente Indian Reservation|141873126|749226|G2100|D1|A|21265145|550490
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424573|0125|Augustine Reservation|2271942|0|G2100|D2|A|2271942|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424574|0415|Cabazon Reservation|6378062|0|G2100|D2|A|6378062|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424575|0435|Cahuilla Reservation|74936001|0|G2100|D2|A|74936001|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|251901320042546|0585|Chemehuevi Reservation|124704707|0|G2100|D2|A|124704707|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424576|0735|Colorado River Indian Reservation|1184890250|17238466|G2100|D2|A|187143551|7919834
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190679599903|1235|Fort Mojave Reservation|133767224|2796079|G2100|D1|A|24917469|514261
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|251901275970283|1280|Fort Yuma Indian Reservation|178568515|3614101|G2100|D2|A|170060097|2958765
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424577|2360|Morongo Reservation|141000040|0|G2100|D1|A|141000040|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424580|3525|Santa Rosa Reservation|46073065|0|G2100|D2|A|46073065|0
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424581|3870|Soboba Reservation|31178115|454029|G2100|D1|A|31178115|454029
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424582|4255|Torres-Martinez Reservation|88623714|38962138|G2100|D2|A|88623714|38962138
2119035951820652|0625|Congressional District 25|30965475658|1026251179|G5200|N|25190435424583|4375|Twenty-Nine Palms Reservation|1851897|0|G2100|D1|A|1191324|0
2119035951820669|0626|Congressional District 26|4441526448|311329572|G5200|N|||||||||4441526448|311329572
2119035951820623|0627|Congressional District 27|3926639580|32081994|G5200|N|||||||||3926639580|32081994
2119035951820658|0628|Congressional District 28|2040519570|4744578|G5200|N|||||||||2040519570|4744578
2119035951820659|0629|Congressional District 29|333691799|1261602|G5200|N|||||||||333691799|1261602
2119035951820634|0630|Congressional District 30|464384391|2017004|G5200|N|||||||||464384391|2017004
2119035951820620|0631|Congressional District 31|537871718|8525707|G5200|N|||||||||537871718|8525707
2119035951820641|0632|Congressional District 32|764902124|241616060|G5200|N|||||||||764902124|241616060
2119035951820631|0633|Congressional District 33|489923370|2755635|G5200|N|||||||||489923370|2755635
2119035951820644|0634|Congressional District 34|128661663|965841|G5200|N|||||||||128661663|965841
2119035951820636|0635|Congressional District 35|459003710|514457|G5200|N|||||||||459003710|514457
2119035951820645|0636|Congressional District 36|251540870|252514261|G5200|N|||||||||251540870|252514261
2119035951820653|0637|Congressional District 37|136664153|173654|G5200|N|||||||||136664153|173654
2119035951820646|0638|Congressional District 38|386764873|3545095|G5200|N|||||||||386764873|3545095
2119035951820637|0639|Congressional District 39|736282049|4217611|G5200|N|||||||||736282049|4217611
2119035951820661|0640|Congressional District 40|1013050052|5369217|G5200|N|||||||||1013050052|5369217
2119035951820654|0641|Congressional District 41|3437064855|48013406|G5200|N|||||||||3314261743|47799726
2119035951820654|0641|Congressional District 41|3437064855|48013406|G5200|N|25190435424572|0020|Agua Caliente Indian Reservation|141873126|749226|G2100|D1|A|120607981|198736
2119035951820654|0641|Congressional District 41|3437064855|48013406|G5200|N|25190435424579|3070|Ramona Village|2195131|14944|G2100|D2|A|2195131|14944
2119035951820655|0642|Congressional District 42|549970949|1171866547|G5200|N|||||||||549970949|1171866547
2119035951820667|0643|Congressional District 43|186939486|617627|G5200|N|||||||||186939486|617627
2119035951820621|0644|Congressional District 44|236115399|66125935|G5200|N|||||||||236115399|66125935
2119035951820642|0645|Congressional District 45|268365857|911143|G5200|N|||||||||268365857|911143
2119035951820632|0646|Congressional District 46|193662062|528875|G5200|N|||||||||193662062|528875
2119035951820650|0647|Congressional District 47|448265490|286957123|G5200|N|||||||||448265490|286957123
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|||||||||8794396407|51029311
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182307|0155|Barona Reservation|30101546|0|G2100|D1|A|30101546|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182308|0450|Campo Indian Reservation|66733613|0|G2100|D2|A|66733613|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182309|0495|Capitan Grande Reservation|64429182|832|G2100|D2|A|64429182|832
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182310|1065|Ewiiaapaayp Reservation|22139262|0|G2100|D2|A|22139262|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182311|1560|Inaja and Cosmit Reservation|3484656|0|G2100|D2|A|3484656|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182312|1670|Jamul Indian Village|59534|0|G2100|D2|A|59534|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182313|1850|La Jolla Reservation|34958063|0|G2100|D2|A|34958063|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182314|1895|La Posta Indian Reservation|16560558|0|G2100|D2|A|16560558|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182315|1995|Los Coyotes Reservation|101560614|0|G2100|D2|A|101560614|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182316|2115|Manzanita Reservation|18584715|0|G2100|D1|A|18584715|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182317|2190|Mesa Grande Reservation|7058522|0|G2100|D2|A|7058522|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182318|2635|Pala Reservation|56177802|0|G2100|D2|A|56177802|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182319|2715|Pauma and Yuima Reservation|24252286|0|G2100|D2|A|24252286|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190435424578|2745|Pechanga Reservation|18159527|6136|G2100|D2|A|18159527|6136
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182320|3165|Rincon Reservation|18708043|0|G2100|D1|A|18708043|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182321|3460|San Pasqual Reservation|7964785|0|G2100|D1|A|7964785|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182322|3550|Santa Ysabel Reservation|60672776|0|G2100|D2|A|60672776|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182323|4090|Sycuan Reservation|9192583|0|G2100|D1|A|9192583|0
2119035951820651|0648|Congressional District 48|9362060937|51036279|G5200|N|25190676182324|4500|Viejas Reservation|6866463|0|G2100|D1|A|6866463|0
2119035951820635|0649|Congressional District 49|1284523371|454048816|G5200|N|||||||||1284523371|454048816
2119035951820622|0650|Congressional District 50|664419699|402569160|G5200|N|||||||||664419699|402569160
2119035951820668|0651|Congressional District 51|491909238|2916068|G5200|N|||||||||491909238|2916068
2119035951820643|0652|Congressional District 52|349854784|21271032|G5200|N|||||||||349854784|21271032
2119035951820672|0801|Congressional District 1|398604883|4281287|G5200|N|||||||||398604883|4281287
2119035951820677|0802|Congressional District 2|29642544090|245315311|G5200|N|||||||||29642544090|245315311
2119035951820671|0803|Congressional District 3|129370965177|353178303|G5200|N|||||||||124773169571|340759824
2119035951820671|0803|Congressional District 3|129370965177|353178303|G5200|N|25190375568642|3925|Southern Ute Reservation|2743901920|12071074|G2100|D2|A|2743901920|12071074
2119035951820671|0803|Congressional District 3|129370965177|353178303|G5200|N|25190375568643|4470|Ute Mountain Reservation|2332932976|354826|G2100|D1|A|1853893686|347405
2119035951820676|0804|Congressional District 4|83237478531|408669885|G5200|N|||||||||83237478531|408669885
2119035951820674|0805|Congressional District 5|3811807055|6619377|G5200|N|||||||||3811807055|6619377
2119035951820675|0806|Congressional District 6|794099833|11213344|G5200|N|||||||||794099833|11213344
2119035951820678|0807|Congressional District 7|18547350651|100876431|G5200|N|||||||||18547350651|100876431
2119035951820673|0808|Congressional District 8|2615896744|55612462|G5200|N|||||||||2615896744|55612462
2119035951820680|0901|Congressional District 1|1700135226|51159603|G5200|N|||||||||1700135226|51159603
2119035951820683|0902|Congressional District 2|5234730729|298619161|G5200|N|||||||||5224336356|298560034
2119035951820683|0902|Congressional District 2|5234730729|298619161|G5200|N|25190350008104|2145|Mashantucket Pequot Reservation|6614479|0|G2100|D1|A|6614479|0
2119035951820683|0902|Congressional District 2|5234730729|298619161|G5200|N|25190350008106|2320|Mohegan Reservation|2457042|123|G2100|D2|A|2457042|123
2119035951820683|0902|Congressional District 2|5234730729|298619161|G5200|N|25190350008107|9100|Golden Hill Paugussett Reservation|399343|0|G2100|D4|A|398496|0
2119035951820683|0902|Congressional District 2|5234730729|298619161|G5200|N|25190350008108|9280|Paucatuck Eastern Pequot Reservation|924356|59004|G2100|D4|A|924356|59004
2119035951820679|0903|Congressional District 3|1227265623|70523120|G5200|N|||||||||1227265623|70523120
2119035951820682|0904|Congressional District 4|1152133937|211881452|G5200|N|||||||||1152133090|211881452
2119035951820682|0904|Congressional District 4|1152133937|211881452|G5200|N|25190350008107|9100|Golden Hill Paugussett Reservation|399343|0|G2100|D4|A|847|0
2119035951820681|0905|Congressional District 5|3227423001|88582081|G5200|N|||||||||3226300881|88582081
2119035951820681|0905|Congressional District 5|3227423001|88582081|G5200|N|25190347490965|9350|Schaghticoke Reservation|1122120|0|G2100|D4|A|1122120|0
2119035951820684|09ZZ|Congressional Districts not defined|0|1095660734|G5200|F|||||||||0|1095660734
2119035963374570|1000|Congressional District (at Large)|5046731558|1399179670|G5200|N|||||||||4970527279|1398990861
2119035963374570|1000|Congressional District (at Large)|5046731558|1399179670|G5200|N|251903699002723|9800|Lenape Indian Tribe of Delaware SDTSA|5783186|0|G2150|D9|S|5783186|0
2119035963374570|1000|Congressional District (at Large)|5046731558|1399179670|G5200|N|25190337195586|9830|Nanticoke Indian Tribe SDTSA|70421093|188809|G2150|D9|S|70421093|188809
2119035963374576|1198|Delegate District (at Large)|158316124|18709762|G5200|N|||||||||158316124|18709762
2119035951820691|1201|Congressional District 1|8282787998|3154787141|G5200|N|||||||||8282780668|3154787141
2119035951820691|1201|Congressional District 1|8282787998|3154787141|G5200|N|2519076091260|2865|Poarch Creek Reservation|1607384|7844|G2100|D1|A|7330|0
2119035951820942|1202|Congressional District 2|25521122275|7730564234|G5200|N|||||||||25521122275|7730564234
2119035951820689|1203|Congressional District 3|18963829599|2457329434|G5200|N|||||||||18963829599|2457329434
2119035951820921|1204|Congressional District 4|4615499591|514064674|G5200|N|||||||||4615499591|514064674
2119035951820714|1205|Congressional District 5|1533278055|613893435|G5200|N|||||||||1533278055|613893435
2119035951820720|1206|Congressional District 6|8831952609|1342252396|G5200|N|||||||||8831952609|1342252396
2119035951820947|1207|Congressional District 7|2161816882|566517921|G5200|N|||||||||2161816882|566517921
2119035951820696|1208|Congressional District 8|4248309328|1706457324|G5200|N|||||||||4248309328|1706457324
2119035951820690|1209|Congressional District 9|4274552966|506863557|G5200|N|||||||||4274552966|506863557
2119035951820944|1210|Congressional District 10|665082852|40798586|G5200|N|||||||||665082852|40798586
2119035951820960|1211|Congressional District 11|4140451535|615160746|G5200|N|||||||||4140451535|615160746
2119035951820715|1212|Congressional District 12|4275272517|2298910043|G5200|N|||||||||4275272517|2298910043
2119035951820687|1213|Congressional District 13|589576217|1301507623|G5200|N|||||||||589576217|1301507623
2119035951820704|1214|Congressional District 14|695412269|661313204|G5200|N|||||||||695232529|661311367
2119035951820704|1214|Congressional District 14|695412269|661313204|G5200|N|25190382285462|4130|Tampa Reservation|179740|1837|G2100|D2|A|179740|1837
2119035951820919|1215|Congressional District 15|1694510280|53390524|G5200|N|||||||||1694510280|53390524
2119035951820711|1216|Congressional District 16|2989935107|895516739|G5200|N|||||||||2989935107|895516739
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|||||||||3764878882|1800255726
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|||||||||16360802623|1647390274
